unix_ts,rate
1766361600,2.858741516
1766363400,5.579660403
1766365200,2.921612401
1766367000,5.730021838
1766368800,3.008616567
1766370600,5.588720517
1766372400,3.007615782
1766374200,5.721223554
1766376000,3.088795187
1766377800,5.804197597
1766379600,2.285505460
1766381400,4.470668614
1766383200,2.013746649
1766385000,3.998719999
1766386800,2.969768922
1766388600,5.764809106
1766390400,3.069248376
1766392200,5.776359183
1766394000,3.263510156
1766395800,6.083123561
1766397600,2.978264698
1766399400,5.606538205
1766401200,3.320776974
1766403000,5.851512314
1766404800,2.533569025
1766406600,4.537748660
1766408400,2.185559886
1766410200,4.114375565
1766412000,3.046774113
1766413800,5.838438568
1766415600,2.978921324
1766417400,5.932533531
1766419200,3.257520384
1766421000,6.169469787
1766422800,3.143069600
1766424600,5.893392278
1766426400,3.255067208
1766428200,6.179844748
1766430000,2.378174749
1766431800,4.769174120
1766433600,2.228948008
1766435400,4.069665125
1766437200,2.975211244
1766439000,5.933124952
1766440800,3.047442747
1766442600,5.676915926
1766444400,3.122355011
1766446200,5.816979033
1766448000,3.120229473
1766449800,6.256455452
1766451600,3.504308889
1766453400,6.706089259
1766455200,2.430360164
1766457000,4.916098635
1766458800,2.319293433
1766460600,3.992405259
1766462400,3.088622970
1766464200,5.897719962
1766466000,3.252326386
1766467800,6.282177862
1766469600,3.163308874
1766471400,6.510576388
1766473200,3.488057451
1766475000,6.338723715
1766476800,3.360215653
1766478600,6.258837925
1766480400,2.471514644
1766482200,4.661704521
1766484000,2.352114006
1766485800,4.390086091
1766487600,3.226136398
1766489400,5.982629309
1766491200,3.278416729
1766493000,6.074545388
1766494800,3.481591254
1766496600,6.161893659
1766498400,3.348305661
1766500200,6.067289220
1766502000,3.520035353
1766503800,6.748805136
1766505600,2.638218768
1766507400,4.938916070
1766509200,2.374399906
1766511000,4.170117052
1766512800,3.377532929
1766514600,6.360066530
1766516400,3.305721825
1766518200,6.579004237
1766520000,3.593224783
1766521800,6.599117180
1766523600,3.376118113
1766525400,6.602618236
1766527200,3.623345231
1766529000,6.670881167
1766530800,2.599927950
1766532600,4.778181762
1766534400,2.412532826
1766536200,4.262496983
1766538000,3.420223299
1766539800,6.504401858
1766541600,3.470877227
1766543400,6.121943471
1766545200,3.578539979
1766547000,6.899090333
1766548800,3.656027184
1766550600,6.662149619
1766552400,3.551760254
1766554200,6.634129740
1766556000,2.730313848
1766557800,5.027573924
1766559600,2.362913350
1766561400,4.625367798
1766563200,3.460683581
1766565000,6.142840791
1766566800,3.618633347
1766568600,6.502099685
1766570400,3.528094491
1766572200,6.546707110
1766574000,3.569410817
1766575800,6.848136719
1766577600,3.772638726
1766579400,7.106518617
1766581200,2.729793204
1766583000,5.197244842
1766584800,2.393960310
1766586600,4.643233411
1766588400,3.390002348
1766590200,6.337019998
1766592000,3.422986954
1766593800,6.480715675
1766595600,3.466627671
1766597400,6.834507430
1766599200,3.735411327
1766601000,6.970577632
1766602800,3.692070804
1766604600,7.017959499
1766606400,2.720023844
1766608200,5.096542761
1766610000,2.571302138
1766611800,4.747393581
1766613600,3.632281574
1766615400,6.559835988
1766617200,3.710689263
1766619000,6.736874999
1766620800,3.821123077
1766622600,7.219968307
1766624400,3.635537910
1766626200,6.764077894
1766628000,3.947331368
1766629800,7.599816865
1766631600,2.763072529
1766633400,5.513964446
1766635200,2.676929508
1766637000,4.700279820
1766638800,3.613148884
1766640600,6.563160986
1766642400,3.787360611
1766644200,7.136049283
1766646000,3.640427500
1766647800,7.297150397
1766649600,3.839507403
1766651400,7.171865262
1766653200,4.045853766
1766655000,7.614807471
1766656800,2.882288467
1766658600,5.755151047
1766660400,2.579095305
1766662200,4.636881532
1766664000,3.769813025
1766665800,6.831317795
1766667600,3.611180923
1766669400,6.787335279
1766671200,3.990757596
1766673000,6.991421002
1766674800,3.698629513
1766676600,7.501093945
1766678400,3.958865437
1766680200,7.250962288
1766682000,2.895389493
1766683800,5.333178099
1766685600,2.708619620
1766687400,5.139620632
1766689200,3.548003716
1766691000,6.903181807
1766692800,3.628088292
1766694600,7.448949735
1766696400,3.928258810
1766698200,7.019909646
1766700000,3.862637729
1766701800,7.534900212
1766703600,4.228118426
1766705400,7.481973712
1766707200,3.016827132
1766709000,5.638725428
1766710800,2.807028471
1766712600,4.821363888
1766714400,3.786580225
1766716200,7.306965242
1766718000,3.854586571
1766719800,7.186626169
1766721600,4.134662922
1766723400,7.422960007
1766725200,3.917301812
1766727000,7.082519896
1766728800,4.041644838
1766730600,8.005792254
1766732400,3.062265984
1766734200,5.975137855
1766736000,2.618229102
1766737800,4.945932096
1766739600,3.682578693
1766741400,7.497297702
1766743200,3.911276303
1766745000,7.147099016
1766746800,3.986500739
1766748600,7.571041602
1766750400,4.113550568
1766752200,7.250625562
1766754000,4.084193233
1766755800,7.956339162
1766757600,3.034130563
1766759400,6.025457998
1766761200,2.770697570
1766763000,5.338382483
1766764800,3.746863553
1766766600,6.943160161
1766768400,4.119032219
1766770200,7.329031609
1766772000,3.949666755
1766773800,7.592256107
1766775600,3.986932521
1766777400,7.970322372
1766779200,4.112011208
1766781000,7.815982827
1766782800,3.142836108
1766784600,5.669019211
1766786400,2.815009545
1766788200,5.457422255
1766790000,4.061450355
1766791800,7.527322908
1766793600,4.271203063
1766795400,7.244464948
1766797200,4.322936342
1766799000,7.896185977
1766800800,4.123663381
1766802600,7.480961390
1766804400,4.465520201
1766806200,8.262038607
1766808000,3.289813368
1766809800,6.155654315
1766811600,2.918865507
1766813400,5.170820382
1766815200,3.855243541
1766817000,7.593845228
1766818800,4.234961866
1766820600,7.946592306
1766822400,4.050371198
1766824200,7.844977036
1766826000,4.426540438
1766827800,7.955772835
1766829600,4.388041890
1766831400,8.668605579
1766833200,3.193932264
1766835000,5.914519389
1766836800,2.943469638
1766838600,5.674236022
1766840400,4.109637188
1766842200,7.986624715
1766844000,4.066098491
1766845800,7.955719819
1766847600,4.246079441
1766849400,8.067332305
1766851200,4.179349515
1766853000,8.325161283
1766854800,4.634315330
1766856600,8.819909448
1766858400,3.189229827
1766860200,6.311597341
1766862000,2.873126617
1766863800,5.257862872
1766865600,4.063573895
1766867400,7.828567715
1766869200,4.183321278
1766871000,7.924895229
1766872800,4.373117734
1766874600,7.942364250
1766876400,4.428193117
1766878200,7.785988848
1766880000,4.729563119
1766881800,8.505926680
1766883600,3.278026736
1766885400,6.097191769
1766887200,3.005283695
1766889000,5.566092732
1766890800,4.073343912
1766892600,8.206512240
1766894400,4.345543459
1766896200,8.112980844
1766898000,4.211518791
1766899800,8.573549772
1766901600,4.245593732
1766903400,8.056414128
1766905200,4.587945241
1766907000,8.570372739
1766908800,3.593879669
1766910600,6.709420443
1766912400,2.894251190
1766914200,5.405578610
1766916000,4.102808890
1766917800,7.567855892
1766919600,4.384670334
1766921400,8.093679052
1766923200,4.421378708
1766925000,8.446995406
1766926800,4.552576316
1766928600,8.324184333
1766930400,4.606890467
1766932200,9.171366251
1766934000,3.326265499
1766935800,6.530213627
1766937600,3.120209055
1766939400,5.570171433
1766941200,4.485085228
1766943000,8.071104729
1766944800,4.392484704
1766946600,8.389675371
1766948400,4.596500598
1766950200,8.838419283
1766952000,4.670820888
1766953800,8.826306146
1766955600,4.988204361
1766957400,9.130529757
1766959200,3.481708429
1766961000,6.317989655
1766962800,3.081661706
1766964600,5.818940856
1766966400,4.392135706
1766968200,8.546259800
1766970000,4.419918268
1766971800,8.811314897
1766973600,4.783929284
1766975400,8.419778185
1766977200,4.746282943
1766979000,8.388525233
1766980800,4.638190387
1766982600,9.194347856
1766984400,3.466755158
1766986200,6.541434739
1766988000,3.292506872
1766989800,5.688646288
1766991600,4.291446450
1766993400,8.399297300
1766995200,4.434505410
1766997000,8.158652306
1766998800,4.717494595
1767000600,9.112903878
1767002400,4.774187920
1767004200,8.628623496
1767006000,4.942951077
1767007800,8.993007106
1767009600,3.636783847
1767011400,6.783221419
1767013200,3.244981035
1767015000,6.144077843
1767016800,4.303492365
1767018600,8.389267545
